wavelength_um,rsr_watts,sensor,band
0.68,3.11E-06,terra_modis,band10
0.69,2.33E-06,terra_modis,band10
0.7,4.09E-06,terra_modis,band10
0.71,2.95E-06,terra_modis,band10
0.72,3.96E-06,terra_modis,band10
0.73,1.37E-06,terra_modis,band10
0.74,2.74E-06,terra_modis,band10
0.75,3.43E-06,terra_modis,band10
0.76,1.05E-05,terra_modis,band10
0.77,7.05E-06,terra_modis,band10
0.78,5.61E-06,terra_modis,band10
0.79,1.21E-05,terra_modis,band10
0.8,1.14E-05,terra_modis,band10
0.81,7.97E-06,terra_modis,band10
0.82,1.41E-05,terra_modis,band10
0.83,1.23E-05,terra_modis,band10
0.84,1.06E-05,terra_modis,band10
0.85,1.44E-05,terra_modis,band10
0.86,1.87E-05,terra_modis,band10
0.87,2.00E-05,terra_modis,band10
0.88,2.56E-05,terra_modis,band10
0.89,3.34E-05,terra_modis,band10
0.9,3.26E-05,terra_modis,band10
0.91,3.68E-05,terra_modis,band10
0.92,2.82E-05,terra_modis,band10
0.93,1.45E-05,terra_modis,band10
0.94,1.52E-05,terra_modis,band10
0.95,6.23E-06,terra_modis,band10
0.96,8.51E-06,terra_modis,band10
0.97,7.09E-06,terra_modis,band10
0.98,6.48E-06,terra_modis,band10
0.99,6.89E-06,terra_modis,band10
1,5.23E-06,terra_modis,band10
1.01,5.75E-06,terra_modis,band10
1.02,3.45E-06,terra_modis,band10
1.03,9.13E-06,terra_modis,band10
1.04,1.07E-05,terra_modis,band10
1.05,1.19E-05,terra_modis,band10
1.06,9.31E-06,terra_modis,band10
1.07,1.11E-05,terra_modis,band10
1.08,1.77E-05,terra_modis,band10
1.09,2.23E-05,terra_modis,band10
1.1,3.12E-05,terra_modis,band10
0.35,2.76E-05,terra_modis,band11
0.36,2.13E-05,terra_modis,band11
0.37,2.29E-05,terra_modis,band11
0.38,1.82E-05,terra_modis,band11
0.39,1.19E-05,terra_modis,band11
0.4,1.16E-05,terra_modis,band11
0.41,8.36E-06,terra_modis,band11
0.42,1.30E-05,terra_modis,band11
0.43,6.56E-06,terra_modis,band11
0.44,4.78E-05,terra_modis,band11
0.45,8.78E-05,terra_modis,band11
0.46,0.000141136,terra_modis,band11
0.47,0.000203361,terra_modis,band11
0.48,0.000364824,terra_modis,band11
0.49,0.000485954,terra_modis,band11
0.5,0.000682194,terra_modis,band11
0.51,0.00120268,terra_modis,band11
0.516179,0.000268341,terra_modis,band11
0.517179,0.000804332,terra_modis,band11
0.517179,0.000804332,terra_modis,band11
0.518169,0.00195755,terra_modis,band11
0.518169,0.00195755,terra_modis,band11
0.519179,0.0056237,terra_modis,band11
0.520159,0.0199953,terra_modis,band11
0.520159,0.0199953,terra_modis,band11
0.52119,0.0710626,terra_modis,band11
0.52119,0.0710626,terra_modis,band11
0.522179,0.183156,terra_modis,band11
0.523179,0.361062,terra_modis,band11
0.523179,0.361062,terra_modis,band11
0.524169,0.582582,terra_modis,band11
0.524169,0.582582,terra_modis,band11
0.525169,0.797048,terra_modis,band11
0.526159,0.94981,terra_modis,band11
0.526159,0.94981,terra_modis,band11
0.527159,0.981414,terra_modis,band11
0.527159,0.981414,terra_modis,band11
0.528169,0.97637,terra_modis,band11
0.52919,0.994017,terra_modis,band11
0.52919,0.994017,terra_modis,band11
0.530179,1,terra_modis,band11
0.531179,0.979251,terra_modis,band11
0.53219,0.929473,terra_modis,band11
0.53219,0.929473,terra_modis,band11
0.533169,0.853851,terra_modis,band11
0.533169,0.853851,terra_modis,band11
0.53419,0.749499,terra_modis,band11
0.535179,0.608954,terra_modis,band11
0.535179,0.608954,terra_modis,band11
0.536179,0.426368,terra_modis,band11
0.536179,0.426368,terra_modis,band11
0.537169,0.228721,terra_modis,band11
0.538169,0.0876152,terra_modis,band11
0.538169,0.0876152,terra_modis,band11
0.53919,0.0300316,terra_modis,band11
0.53919,0.0300316,terra_modis,band11
0.540179,0.0121307,terra_modis,band11
0.541159,0.00527154,terra_modis,band11
0.541159,0.00527154,terra_modis,band11
0.542169,0.00243814,terra_modis,band11
0.542169,0.00243814,terra_modis,band11
0.543169,0.0012785,terra_modis,band11
0.54419,0.000563201,terra_modis,band11
0.54419,0.000563201,terra_modis,band11
0.545169,0.000237655,terra_modis,band11
0.545169,0.000237655,terra_modis,band11
0.55,0.00118021,terra_modis,band11
0.56,0.000827893,terra_modis,band11
0.57,0.000800978,terra_modis,band11
0.58,0.00108695,terra_modis,band11
0.59,0.000342902,terra_modis,band11
0.6,7.44E-05,terra_modis,band11
0.61,4.45E-05,terra_modis,band11
0.62,9.55E-06,terra_modis,band11
0.63,8.20E-06,terra_modis,band11
0.64,7.63E-06,terra_modis,band11
0.65,6.83E-06,terra_modis,band11
0.66,1.55E-05,terra_modis,band11
0.67,1.26E-05,terra_modis,band11
0.68,1.04E-05,terra_modis,band11
0.69,5.80E-06,terra_modis,band11
0.7,5.74E-06,terra_modis,band11
0.71,7.34E-06,terra_modis,band11
0.72,8.10E-06,terra_modis,band11
0.73,3.61E-06,terra_modis,band11
0.74,1.29E-05,terra_modis,band11
0.75,1.46E-05,terra_modis,band11
0.76,1.25E-05,terra_modis,band11
0.77,1.90E-05,terra_modis,band11
0.78,1.91E-05,terra_modis,band11
0.79,2.00E-05,terra_modis,band11
0.8,1.54E-05,terra_modis,band11
0.81,2.71E-05,terra_modis,band11
0.82,2.94E-05,terra_modis,band11
0.83,2.93E-05,terra_modis,band11
0.84,2.91E-05,terra_modis,band11
0.85,3.75E-05,terra_modis,band11
0.86,2.56E-05,terra_modis,band11
0.87,3.18E-05,terra_modis,band11
0.88,1.87E-05,terra_modis,band11
0.89,1.87E-05,terra_modis,band11
0.9,1.85E-05,terra_modis,band11
0.91,2.03E-05,terra_modis,band11
0.92,2.15E-05,terra_modis,band11
0.93,1.10E-05,terra_modis,band11
0.94,2.06E-05,terra_modis,band11
0.95,1.52E-05,terra_modis,band11
0.96,1.07E-05,terra_modis,band11
0.97,1.34E-05,terra_modis,band11
0.98,9.59E-06,terra_modis,band11
0.99,1.16E-05,terra_modis,band11
1,7.33E-06,terra_modis,band11
1.01,7.21E-06,terra_modis,band11
1.02,8.21E-06,terra_modis,band11
1.03,1.04E-05,terra_modis,band11
1.04,9.65E-06,terra_modis,band11
1.05,8.53E-06,terra_modis,band11
1.06,8.98E-06,terra_modis,band11
1.07,7.52E-06,terra_modis,band11
1.08,1.99E-05,terra_modis,band11
1.09,1.02E-05,terra_modis,band11
1.1,3.83E-05,terra_modis,band11
0.35,4.44E-05,terra_modis,band12
0.36,1.85E-05,terra_modis,band12
0.37,1.24E-05,terra_modis,band12
0.38,1.09E-05,terra_modis,band12
0.39,1.95E-05,terra_modis,band12
0.4,0.000127405,terra_modis,band12
0.41,4.94E-05,terra_modis,band12
0.42,7.18E-05,terra_modis,band12
0.43,8.35E-05,terra_modis,band12
0.44,4.00E-05,terra_modis,band12
0.45,2.97E-05,terra_modis,band12
0.46,6.57E-05,terra_modis,band12
0.47,0.000214465,terra_modis,band12
0.48,0.000165336,terra_modis,band12
0.49,0.00029838,terra_modis,band12
0.5,0.000400835,terra_modis,band12
0.51,0.000597802,terra_modis,band12
0.52,0.000884103,terra_modis,band12
0.53,0.00158325,terra_modis,band12
0.536219,0.00262217,terra_modis,band12
0.537219,0.00815978,terra_modis,band12
0.53821,0.0308496,terra_modis,band12
0.539229,0.0950109,terra_modis,band12
0.540219,0.209827,terra_modis,band12
0.540219,0.209827,terra_modis,band12
0.54121,0.373967,terra_modis,band12
0.54221,0.583985,terra_modis,band12
0.54321,0.796494,terra_modis,band12
0.544229,0.944913,terra_modis,band12
0.54521,0.987884,terra_modis,band12
0.546219,0.99998,terra_modis,band12
0.547219,1,terra_modis,band12
0.54821,0.984551,terra_modis,band12
0.549229,0.93678,terra_modis,band12
0.549229,0.93678,terra_modis,band12
0.55021,0.837459,terra_modis,band12
0.551229,0.679754,terra_modis,band12
0.552219,0.48634,terra_modis,band12
0.55321,0.278806,terra_modis,band12
0.554229,0.10666,terra_modis,band12
0.55521,0.0309991,terra_modis,band12
0.55621,0.00901877,terra_modis,band12
0.557229,0.00326324,terra_modis,band12
0.558219,0.00158635,terra_modis,band12
0.558219,0.00158635,terra_modis,band12
0.559229,0.000927721,terra_modis,band12
0.56021,0.000587577,terra_modis,band12
0.561219,0.000464533,terra_modis,band12
0.56221,0.000360024,terra_modis,band12
0.563219,0.000337509,terra_modis,band12
0.56421,0.000252814,terra_modis,band12
0.565229,0.00013101,terra_modis,band12
0.567219,0.000229561,terra_modis,band12
0.57,0.000791123,terra_modis,band12
0.58,0.000644297,terra_modis,band12
0.59,0.000205371,terra_modis,band12
0.6,3.73E-05,terra_modis,band12
0.61,1.88E-05,terra_modis,band12
0.62,2.00E-05,terra_modis,band12
0.63,9.11E-06,terra_modis,band12
0.64,3.15E-06,terra_modis,band12
0.65,4.36E-06,terra_modis,band12
0.66,1.33E-05,terra_modis,band12
0.67,1.19E-05,terra_modis,band12
0.68,5.14E-06,terra_modis,band12
0.69,1.61E-06,terra_modis,band12
0.7,2.54E-06,terra_modis,band12
0.71,3.81E-06,terra_modis,band12
0.72,1.90E-06,terra_modis,band12
0.73,2.34E-06,terra_modis,band12
0.74,2.89E-06,terra_modis,band12
0.75,1.42E-06,terra_modis,band12
0.76,3.85E-06,terra_modis,band12
0.77,6.87E-06,terra_modis,band12
0.78,3.65E-06,terra_modis,band12
0.79,5.32E-06,terra_modis,band12
0.8,5.65E-06,terra_modis,band12
0.81,1.07E-05,terra_modis,band12
0.82,1.34E-05,terra_modis,band12
0.83,1.25E-05,terra_modis,band12
0.84,7.20E-06,terra_modis,band12
0.85,1.46E-05,terra_modis,band12
0.86,9.93E-06,terra_modis,band12
0.87,5.57E-06,terra_modis,band12
0.88,9.53E-06,terra_modis,band12
0.89,5.24E-06,terra_modis,band12
0.9,4.56E-06,terra_modis,band12
0.91,1.03E-05,terra_modis,band12
0.92,1.29E-05,terra_modis,band12
0.93,1.13E-05,terra_modis,band12
0.94,1.68E-05,terra_modis,band12
0.95,9.83E-06,terra_modis,band12
0.96,9.05E-06,terra_modis,band12
0.97,4.68E-06,terra_modis,band12
0.98,5.77E-06,terra_modis,band12
0.99,4.77E-06,terra_modis,band12
1,3.94E-06,terra_modis,band12
1.01,7.06E-06,terra_modis,band12
1.02,5.61E-06,terra_modis,band12
1.03,3.99E-06,terra_modis,band12
1.04,3.25E-06,terra_modis,band12
1.05,8.68E-06,terra_modis,band12
1.06,6.03E-06,terra_modis,band12
1.07,9.31E-06,terra_modis,band12
1.08,5.86E-06,terra_modis,band12
1.09,1.16E-05,terra_modis,band12
1.1,3.03E-05,terra_modis,band12
0.35,6.12E-05,terra_modis,band13
0.36,8.01E-05,terra_modis,band13
0.37,3.47E-05,terra_modis,band13
0.38,4.51E-05,terra_modis,band13
0.39,7.66E-06,terra_modis,band13
0.4,1.50E-05,terra_modis,band13
0.41,1.15E-05,terra_modis,band13
0.42,1.26E-05,terra_modis,band13
0.43,1.13E-05,terra_modis,band13
0.44,1.07E-05,terra_modis,band13
0.45,6.73E-06,terra_modis,band13
0.46,7.39E-06,terra_modis,band13
0.47,8.93E-06,terra_modis,band13
0.48,5.01E-06,terra_modis,band13
0.49,6.49E-06,terra_modis,band13
0.5,1.11E-05,terra_modis,band13
0.51,3.65E-06,terra_modis,band13
0.52,6.40E-06,terra_modis,band13
0.53,4.38E-06,terra_modis,band13
0.54,3.71E-06,terra_modis,band13
0.55,3.23E-06,terra_modis,band13
0.56,2.21E-06,terra_modis,band13
0.57,4.52E-06,terra_modis,band13
0.58,5.40E-06,terra_modis,band13
0.59,1.30E-05,terra_modis,band13
0.6,5.44E-05,terra_modis,band13
0.61,0.00011938,terra_modis,band13
0.61721,4.62E-05,terra_modis,band13
0.61919,5.28E-05,terra_modis,band13
0.6212,4.50E-05,terra_modis,band13
0.62319,7.53E-05,terra_modis,band13
0.6252,7.50E-05,terra_modis,band13
0.62721,0.000104318,terra_modis,band13
0.6292,6.92E-05,terra_modis,band13
0.63121,6.58E-05,terra_modis,band13
0.63321,0.000100841,terra_modis,band13
0.6352,0.000104205,terra_modis,band13
0.63721,0.000103354,terra_modis,band13
0.6392,0.000154793,terra_modis,band13
0.64121,0.000162017,terra_modis,band13
0.6432,0.000169826,terra_modis,band13
0.64519,0.000166475,terra_modis,band13
0.64719,0.000229573,terra_modis,band13
0.64919,0.000290304,terra_modis,band13
0.65119,0.000416434,terra_modis,band13
0.65321,0.000667772,terra_modis,band13
0.65519,0.00307108,terra_modis,band13
0.65721,0.0355434,terra_modis,band13
0.65919,0.229718,terra_modis,band13
0.66119,0.599596,terra_modis,band13
0.66319,0.9181,terra_modis,band13
0.66519,1,terra_modis,band13
0.66721,0.909819,terra_modis,band13
0.66921,0.754917,terra_modis,band13
0.67121,0.427553,terra_modis,band13
0.6732,0.165705,terra_modis,band13
0.67521,0.00471512,terra_modis,band13
0.67719,0.000157019,terra_modis,band13
0.6792,6.01E-05,terra_modis,band13
0.68121,5.98E-05,terra_modis,band13
0.68321,5.81E-05,terra_modis,band13
0.68721,4.17E-05,terra_modis,band13
0.6892,4.46E-05,terra_modis,band13
0.69319,4.93E-05,terra_modis,band13
0.6952,4.64E-05,terra_modis,band13
0.69721,4.16E-05,terra_modis,band13
0.6992,3.96E-05,terra_modis,band13
0.7012,4.56E-05,terra_modis,band13
0.70321,4.67E-05,terra_modis,band13
0.7052,4.26E-05,terra_modis,band13
0.70719,4.09E-05,terra_modis,band13
0.7092,3.73E-05,terra_modis,band13
0.71121,5.16E-05,terra_modis,band13
0.7132,4.61E-05,terra_modis,band13
0.7152,5.89E-05,terra_modis,band13
0.71919,4.78E-05,terra_modis,band13
0.72121,5.58E-05,terra_modis,band13
0.73,2.88E-05,terra_modis,band13
0.74,0.000138141,terra_modis,band13
0.75,0.000156169,terra_modis,band13
0.76,0.000185282,terra_modis,band13
0.77,0.000344619,terra_modis,band13
0.78,0.000710474,terra_modis,band13
0.79,0.000564728,terra_modis,band13
0.8,0.00103737,terra_modis,band13
0.81,0.000635217,terra_modis,band13
0.82,0.000606898,terra_modis,band13
0.83,0.000850426,terra_modis,band13
0.84,0.00197585,terra_modis,band13
0.85,0.00173451,terra_modis,band13
0.86,0.00302237,terra_modis,band13
0.87,0.00064762,terra_modis,band13
0.88,0.000414696,terra_modis,band13
0.89,0.000379999,terra_modis,band13
0.9,0.000313011,terra_modis,band13
0.91,0.00039022,terra_modis,band13
0.92,0.000716057,terra_modis,band13
0.93,0.000338653,terra_modis,band13
0.94,0.000277349,terra_modis,band13
0.95,0.000288153,terra_modis,band13
0.96,0.000356459,terra_modis,band13
0.97,0.000184447,terra_modis,band13
0.98,0.000150656,terra_modis,band13
0.99,0.000155525,terra_modis,band13
1,0.000268848,terra_modis,band13
1.01,7.61E-05,terra_modis,band13
1.02,6.71E-05,terra_modis,band13
1.03,0.000275005,terra_modis,band13
1.04,8.28E-05,terra_modis,band13
1.05,5.90E-05,terra_modis,band13
1.06,4.87E-05,terra_modis,band13
1.07,6.71E-05,terra_modis,band13
1.08,9.13E-05,terra_modis,band13
1.09,0.00010255,terra_modis,band13
1.1,6.09E-05,terra_modis,band13
0.35,7.11E-05,terra_modis,band14
0.36,5.47E-05,terra_modis,band14
0.37,1.63E-05,terra_modis,band14
0.38,2.37E-05,terra_modis,band14
0.39,2.02E-05,terra_modis,band14
0.4,1.56E-05,terra_modis,band14
0.41,1.25E-05,terra_modis,band14
0.42,1.37E-05,terra_modis,band14
0.43,8.29E-06,terra_modis,band14
0.44,1.17E-05,terra_modis,band14
0.45,6.52E-06,terra_modis,band14
0.46,9.41E-06,terra_modis,band14
0.47,5.35E-06,terra_modis,band14
0.48,2.89E-06,terra_modis,band14
0.49,4.78E-06,terra_modis,band14
0.5,6.82E-06,terra_modis,band14
0.51,6.87E-06,terra_modis,band14
0.52,4.07E-06,terra_modis,band14
0.53,4.08E-06,terra_modis,band14
0.54,4.93E-06,terra_modis,band14
0.55,5.26E-06,terra_modis,band14
0.56,4.39E-06,terra_modis,band14
0.57,7.76E-06,terra_modis,band14
0.58,1.71E-06,terra_modis,band14
0.59,2.60E-05,terra_modis,band14
0.6,0.000186616,terra_modis,band14
0.61,0.000277324,terra_modis,band14
0.62,0.000537109,terra_modis,band14
0.63,0.000703897,terra_modis,band14
0.64,0.000958785,terra_modis,band14
0.65,0.000428901,terra_modis,band14
0.66,0.00507117,terra_modis,band14
0.663219,0.0013325,terra_modis,band14
0.664239,0.00410076,terra_modis,band14
0.664239,0.00410076,terra_modis,band14
0.665219,0.00932115,terra_modis,band14
0.666229,0.0206315,terra_modis,band14
0.667239,0.0437816,terra_modis,band14
0.667239,0.0437816,terra_modis,band14
0.668229,0.090595,terra_modis,band14
0.669239,0.179606,terra_modis,band14
0.669239,0.179606,terra_modis,band14
0.670229,0.313027,terra_modis,band14
0.671239,0.476246,terra_modis,band14
0.671239,0.476246,terra_modis,band14
0.672219,0.638402,terra_modis,band14
0.673229,0.795755,terra_modis,band14
0.674219,0.919454,terra_modis,band14
0.674219,0.919454,terra_modis,band14
0.675239,0.986185,terra_modis,band14
0.676219,1,terra_modis,band14
0.676219,1,terra_modis,band14
0.677219,0.994435,terra_modis,band14
0.678239,0.978343,terra_modis,band14
0.678239,0.978343,terra_modis,band14
0.679229,0.936855,terra_modis,band14
0.680239,0.845562,terra_modis,band14
0.681239,0.717473,terra_modis,band14
0.681239,0.717473,terra_modis,band14
0.682239,0.578804,terra_modis,band14
0.683239,0.430299,terra_modis,band14
0.683239,0.430299,terra_modis,band14
0.684229,0.261534,terra_modis,band14
0.685229,0.1125,terra_modis,band14
0.685229,0.1125,terra_modis,band14
0.686219,0.0421549,terra_modis,band14
0.687239,0.0168964,terra_modis,band14
0.688219,0.00817022,terra_modis,band14
0.688219,0.00817022,terra_modis,band14
0.689229,0.00411615,terra_modis,band14
0.69025,0.00207049,terra_modis,band14
0.69025,0.00207049,terra_modis,band14
0.691239,0.0011106,terra_modis,band14
0.692239,0.000498728,terra_modis,band14
0.692239,0.000498728,terra_modis,band14
0.7,0.000721096,terra_modis,band14
0.71,0.000112995,terra_modis,band14
0.72,0.000105469,terra_modis,band14
0.73,4.06E-05,terra_modis,band14
0.74,0.000374666,terra_modis,band14
0.75,0.000532363,terra_modis,band14
0.76,0.000527135,terra_modis,band14
0.77,0.000537842,terra_modis,band14
0.78,0.000508853,terra_modis,band14
0.79,0.000707279,terra_modis,band14
0.8,0.000922151,terra_modis,band14
0.81,0.000880489,terra_modis,band14
0.82,0.000869612,terra_modis,band14
0.83,0.00105499,terra_modis,band14
0.84,0.0014393,terra_modis,band14
0.85,0.002407,terra_modis,band14
0.86,0.00269147,terra_modis,band14
0.87,0.00498437,terra_modis,band14
0.88,0.00054015,terra_modis,band14
0.89,0.000429834,terra_modis,band14
0.9,0.000362876,terra_modis,band14
0.91,0.000398638,terra_modis,band14
0.92,0.000470914,terra_modis,band14
0.93,0.000465606,terra_modis,band14
0.94,0.000405742,terra_modis,band14
0.95,0.000345988,terra_modis,band14
0.96,0.000332874,terra_modis,band14
0.97,0.000259072,terra_modis,band14
0.98,0.000218223,terra_modis,band14
0.99,0.000209644,terra_modis,band14
1,0.000190268,terra_modis,band14
1.01,0.000136053,terra_modis,band14
1.02,0.000127374,terra_modis,band14
1.03,0.0002378,terra_modis,band14
1.04,0.000136736,terra_modis,band14
1.05,0.000180565,terra_modis,band14
1.06,0.000789037,terra_modis,band14
1.07,6.96E-05,terra_modis,band14
1.08,5.91E-05,terra_modis,band14
1.09,7.38E-05,terra_modis,band14
1.1,0.000169307,terra_modis,band14
0.35,3.61E-05,terra_modis,band15
0.36,3.24E-05,terra_modis,band15
0.37,1.08E-05,terra_modis,band15
0.38,8.40E-06,terra_modis,band15
0.39,1.02E-05,terra_modis,band15
0.4,7.18E-06,terra_modis,band15
0.41,6.24E-06,terra_modis,band15
0.42,4.60E-06,terra_modis,band15
0.43,3.17E-06,terra_modis,band15
0.44,2.59E-06,terra_modis,band15
0.45,5.44E-06,terra_modis,band15
0.46,4.47E-06,terra_modis,band15
0.47,3.72E-06,terra_modis,band15
0.48,2.65E-06,terra_modis,band15
0.49,2.38E-06,terra_modis,band15
0.5,1.95E-06,terra_modis,band15
0.51,3.11E-06,terra_modis,band15
0.52,1.67E-06,terra_modis,band15
0.53,2.32E-06,terra_modis,band15
0.54,2.32E-06,terra_modis,band15
0.55,1.77E-06,terra_modis,band15
0.56,1.10E-06,terra_modis,band15
0.57,1.50E-06,terra_modis,band15
0.58,1.86E-06,terra_modis,band15
0.59,0.000118104,terra_modis,band15
0.6,0.000433429,terra_modis,band15
0.61,0.000599286,terra_modis,band15
0.62,0.00194776,terra_modis,band15
0.63,0.00196638,terra_modis,band15
0.64,0.00239308,terra_modis,band15
0.65,0.00152298,terra_modis,band15
0.66,0.00495385,terra_modis,band15
0.67,0.000302361,terra_modis,band15
0.68,0.000261292,terra_modis,band15
0.69,0.000335598,terra_modis,band15
0.7,0.000408577,terra_modis,band15
0.71,0.000524848,terra_modis,band15
0.72,0.000784429,terra_modis,band15
0.73,0.000615744,terra_modis,band15
0.733289,0.00263646,terra_modis,band15
0.734299,0.00436661,terra_modis,band15
0.735289,0.00750206,terra_modis,band15
0.736309,0.0147673,terra_modis,band15
0.737299,0.0319952,terra_modis,band15
0.738309,0.0731371,terra_modis,band15
0.739289,0.149887,terra_modis,band15
0.740309,0.27305,terra_modis,band15
0.741309,0.425666,terra_modis,band15
0.742289,0.590853,terra_modis,band15
0.743289,0.756157,terra_modis,band15
0.744309,0.893901,terra_modis,band15
0.745299,0.968958,terra_modis,band15
0.746289,1,terra_modis,band15
0.747299,0.999002,terra_modis,band15
0.748289,0.948556,terra_modis,band15
0.749289,0.850051,terra_modis,band15
0.750299,0.724795,terra_modis,band15
0.751289,0.579505,terra_modis,band15
0.752299,0.394172,terra_modis,band15
0.75328,0.212883,terra_modis,band15
0.754309,0.092485,terra_modis,band15
0.755299,0.0417258,terra_modis,band15
0.756309,0.0188261,terra_modis,band15
0.757289,0.00845815,terra_modis,band15
0.758289,0.00379639,terra_modis,band15
0.759289,0.00170488,terra_modis,band15
0.760289,0.000776378,terra_modis,band15
0.761299,0.000335113,terra_modis,band15
0.76228,0.000145035,terra_modis,band15
0.77,0.000175852,terra_modis,band15
0.78,7.53E-05,terra_modis,band15
0.79,7.89E-05,terra_modis,band15
0.8,7.42E-05,terra_modis,band15
0.81,8.86E-05,terra_modis,band15
0.82,0.000107263,terra_modis,band15
0.83,0.00014657,terra_modis,band15
0.84,0.000182415,terra_modis,band15
0.85,0.00037556,terra_modis,band15
0.86,0.00102471,terra_modis,band15
0.87,0.00382516,terra_modis,band15
0.88,0.000156606,terra_modis,band15
0.89,0.000110504,terra_modis,band15
0.9,5.38E-05,terra_modis,band15
0.91,4.00E-05,terra_modis,band15
0.92,3.21E-05,terra_modis,band15
0.93,2.21E-05,terra_modis,band15
0.94,2.20E-05,terra_modis,band15
0.95,9.16E-06,terra_modis,band15
0.96,8.32E-06,terra_modis,band15
0.97,5.64E-06,terra_modis,band15
0.98,9.62E-06,terra_modis,band15
0.99,5.03E-06,terra_modis,band15
1,7.17E-06,terra_modis,band15
1.01,4.09E-06,terra_modis,band15
1.02,5.05E-06,terra_modis,band15
1.03,4.58E-06,terra_modis,band15
1.04,9.39E-06,terra_modis,band15
1.05,8.02E-06,terra_modis,band15
1.06,8.33E-06,terra_modis,band15
1.07,1.32E-05,terra_modis,band15
1.08,1.85E-05,terra_modis,band15
1.09,2.60E-05,terra_modis,band15
1.1,2.46E-05,terra_modis,band15
0.35,6.05E-05,terra_modis,band16
0.36,4.00E-05,terra_modis,band16
0.37,2.28E-05,terra_modis,band16
0.38,3.66E-05,terra_modis,band16
0.39,1.17E-05,terra_modis,band16
0.4,1.77E-05,terra_modis,band16
0.41,2.52E-05,terra_modis,band16
0.42,1.62E-05,terra_modis,band16
0.43,6.69E-06,terra_modis,band16
0.44,7.07E-06,terra_modis,band16
0.45,6.09E-06,terra_modis,band16
0.46,5.72E-06,terra_modis,band16
0.47,7.89E-06,terra_modis,band16
0.48,3.30E-06,terra_modis,band16
0.49,5.26E-06,terra_modis,band16
0.5,5.88E-06,terra_modis,band16
0.51,5.26E-06,terra_modis,band16
0.52,3.78E-06,terra_modis,band16
0.53,6.85E-06,terra_modis,band16
0.54,2.89E-06,terra_modis,band16
0.55,3.25E-06,terra_modis,band16
0.56,3.89E-06,terra_modis,band16
0.57,3.26E-06,terra_modis,band16
0.58,1.70E-06,terra_modis,band16
0.59,1.37E-05,terra_modis,band16
0.6,9.72E-05,terra_modis,band16
0.61,7.86E-05,terra_modis,band16
0.62,0.000122973,terra_modis,band16
0.63,0.000137561,terra_modis,band16
0.64,0.000140754,terra_modis,band16
0.65,4.17E-05,terra_modis,band16
0.66,0.000123478,terra_modis,band16
0.67,5.23E-05,terra_modis,band16
0.68,1.24E-05,terra_modis,band16
0.69,9.32E-06,terra_modis,band16
0.7,1.12E-05,terra_modis,band16
0.71,1.41E-05,terra_modis,band16
0.72,1.04E-05,terra_modis,band16
0.73,1.27E-05,terra_modis,band16
0.74,0.000154054,terra_modis,band16
0.75,0.000452058,terra_modis,band16
0.76,0.000321376,terra_modis,band16
0.77,0.000195408,terra_modis,band16
0.78,0.000166237,terra_modis,band16
0.79,0.000152778,terra_modis,band16
0.8,0.000150773,terra_modis,band16
0.81,0.000175821,terra_modis,band16
0.82,0.000223303,terra_modis,band16
0.83,0.000290183,terra_modis,band16
0.84,0.00064048,terra_modis,band16
0.84732,0.00108751,terra_modis,band16
0.848309,0.00191672,terra_modis,band16
0.849299,0.00337639,terra_modis,band16
0.850309,0.00643322,terra_modis,band16
0.851299,0.0118963,terra_modis,band16
0.85232,0.0234688,terra_modis,band16
0.853299,0.0439229,terra_modis,band16
0.854299,0.0800571,terra_modis,band16
0.85532,0.137202,terra_modis,band16
0.856309,0.216302,terra_modis,band16
0.85732,0.320583,terra_modis,band16
0.858299,0.440943,terra_modis,band16
0.859309,0.57562,terra_modis,band16
0.860299,0.705557,terra_modis,band16
0.861299,0.821097,terra_modis,band16
0.862299,0.908016,terra_modis,band16
0.86332,0.965926,terra_modis,band16
0.864309,0.993946,terra_modis,band16
0.865309,1,terra_modis,band16
0.86632,0.992554,terra_modis,band16
0.867299,0.984748,terra_modis,band16
0.86832,0.971232,terra_modis,band16
0.869309,0.944046,terra_modis,band16
0.870299,0.89756,terra_modis,band16
0.871309,0.821835,terra_modis,band16
0.87232,0.725226,terra_modis,band16
0.873299,0.624753,terra_modis,band16
0.87432,0.507534,terra_modis,band16
0.875309,0.374478,terra_modis,band16
0.876309,0.227633,terra_modis,band16
0.877309,0.112904,terra_modis,band16
0.87832,0.0547014,terra_modis,band16
0.879299,0.0295694,terra_modis,band16
0.880309,0.0176688,terra_modis,band16
0.881299,0.0115852,terra_modis,band16
0.882299,0.0080226,terra_modis,band16
0.883299,0.00570772,terra_modis,band16
0.884309,0.00415471,terra_modis,band16
0.88532,0.00296429,terra_modis,band16
0.886309,0.00202834,terra_modis,band16
0.887309,0.00131317,terra_modis,band16
0.88832,0.00079151,terra_modis,band16
0.889299,0.000506564,terra_modis,band16
0.890299,0.000271489,terra_modis,band16
0.891299,0.000139951,terra_modis,band16
0.9,0.000283096,terra_modis,band16
0.91,0.000187054,terra_modis,band16
0.92,0.000100899,terra_modis,band16
0.93,5.30E-05,terra_modis,band16
0.94,4.06E-05,terra_modis,band16
0.95,7.49E-05,terra_modis,band16
0.96,8.30E-05,terra_modis,band16
0.97,0.000148341,terra_modis,band16
0.98,0.000208409,terra_modis,band16
0.99,0.000125084,terra_modis,band16
1,9.99E-05,terra_modis,band16
